Secuencia	Es_conotoxina	Score
FASTA_3005	False	0.110988
FASTA_3006	False	0.080300
FASTA_3007	False	0.128402
FASTA_3008	False	0.099625
FASTA_3009	True	0.228421
FASTA_3010	True	0.177821
FASTA_3011	False	0.168075
FASTA_3012	True	0.319478
FASTA_3013	True	0.203788
FASTA_3014	True	0.194200
FASTA_3015	False	0.144422
FASTA_3016	False	0.161729
FASTA_3017	False	0.110694
FASTA_3018	False	0.071877
FASTA_3019	False	0.163907
FASTA_3020	True	0.189355
FASTA_3021	False	0.075299
FASTA_3022	False	0.140646
FASTA_3023	False	0.074282
FASTA_3024	False	0.160324
FASTA_3025	False	0.062875
FASTA_3026	True	0.191780
FASTA_3027	False	0.160324
FASTA_3028	True	0.200976
FASTA_3029	False	0.156483
FASTA_3030	False	0.105793
FASTA_3031	True	0.208939
FASTA_3032	False	0.101957
FASTA_3033	True	0.217492
FASTA_3034	False	0.117410
FASTA_3035	True	0.183980
FASTA_3036	True	0.208627
FASTA_3037	False	0.154528
FASTA_3038	True	0.228655
FASTA_3039	False	0.111890
FASTA_3040	True	0.175901
FASTA_3041	False	0.133477
FASTA_3042	False	0.157092
FASTA_3043	False	0.093603
FASTA_3044	True	0.186604
FASTA_3045	True	0.241849
FASTA_3046	True	0.184884
FASTA_3047	True	0.233306
FASTA_3048	False	0.145450
FASTA_3049	True	0.191278
FASTA_3050	False	0.075996
FASTA_3051	False	0.154540
FASTA_3052	True	0.206702
FASTA_3053	True	0.239604
FASTA_3054	False	0.121545
FASTA_3055	False	0.133929
FASTA_3056	False	0.111054
FASTA_3057	True	0.198093
FASTA_3058	True	0.241954
FASTA_3059	True	0.210491
FASTA_3060	False	0.130036
FASTA_3061	True	0.203970
FASTA_3062	False	0.100396
FASTA_3063	True	0.299442
FASTA_3064	False	0.106577
FASTA_3065	True	0.262850
FASTA_3066	False	0.091523
FASTA_3067	True	0.203086
FASTA_3068	False	0.156582
FASTA_3069	False	0.136306
FASTA_3070	True	0.178161
FASTA_3071	True	0.200643
FASTA_3072	True	0.215605
FASTA_3073	True	0.228850
FASTA_3074	False	0.142479
FASTA_3075	True	0.206115
FASTA_3076	False	0.153061
FASTA_3077	False	0.153972
FASTA_3078	False	0.116350
FASTA_3079	True	0.304690
FASTA_3080	True	0.246404
FASTA_3081	True	0.213511
FASTA_3082	True	0.219257
FASTA_3083	False	0.153901
FASTA_3084	True	0.261565
FASTA_3085	False	0.072267
FASTA_3086	True	0.177223
FASTA_3087	True	0.183423
FASTA_3088	False	0.086312
FASTA_3089	False	0.088597
FASTA_3090	False	0.144047
FASTA_3091	False	0.118713
FASTA_3092	False	0.091340
FASTA_3093	False	0.082560
FASTA_3094	True	0.207224
FASTA_3095	True	0.200266
FASTA_3096	True	0.210109
FASTA_3097	True	0.235050
FASTA_3098	True	0.179917
FASTA_3099	False	0.163743
FASTA_3100	False	0.099427
FASTA_3101	True	0.202056
FASTA_3102	False	0.118467
FASTA_3103	False	0.063536
FASTA_3104	False	0.103885
FASTA_3105	True	0.223024
FASTA_3106	True	0.217841
FASTA_3107	False	0.167567
FASTA_3108	False	0.070553
FASTA_3109	False	0.126797
FASTA_3110	True	0.191461
FASTA_3111	True	0.176026
FASTA_3112	False	0.152788
FASTA_3113	True	0.180747
FASTA_3114	False	0.166516
FASTA_3115	True	0.174793
FASTA_3116	True	0.178364
FASTA_3117	True	0.188787
FASTA_3118	False	0.107726
FASTA_3119	False	0.148937
FASTA_3120	True	0.267468
FASTA_3121	True	0.285500
FASTA_3122	True	0.291679
FASTA_3123	False	0.136671
FASTA_3124	False	0.093208
FASTA_3125	False	0.093171
FASTA_3126	False	0.154372
FASTA_3127	True	0.211236
FASTA_3128	True	0.182790
FASTA_3129	False	0.138779
FASTA_3130	True	0.232663
FASTA_3131	False	0.084481
FASTA_3132	True	0.187453
FASTA_3133	False	0.162781
FASTA_3134	False	0.156600
FASTA_3135	False	0.119782
FASTA_3136	False	0.079096
FASTA_3137	True	0.180473
FASTA_3138	False	0.092259
FASTA_3139	False	0.065044
FASTA_3140	True	0.206957
FASTA_3141	False	0.157892
FASTA_3142	False	0.142489
FASTA_3143	True	0.272174
FASTA_3144	False	0.151486
FASTA_3145	True	0.197165
FASTA_3146	False	0.107910
FASTA_3147	True	0.190920
FASTA_3148	True	0.254178
FASTA_3149	False	0.123604
FASTA_3150	True	0.220192
FASTA_3151	False	0.152953
FASTA_3152	False	0.145445
FASTA_3153	True	0.191860
FASTA_3154	True	0.308258
FASTA_3155	True	0.188678
FASTA_3156	False	0.143730
FASTA_3157	False	0.160080
FASTA_3158	True	0.180834
FASTA_3159	True	0.221501
FASTA_3160	False	0.064108
FASTA_3161	True	0.224887
FASTA_3162	True	0.215523
FASTA_3163	True	0.191353
FASTA_3164	True	0.182504
FASTA_3165	True	0.180442
FASTA_3166	True	0.178779
FASTA_3167	True	0.183749
FASTA_3168	False	0.084478
FASTA_3169	False	0.103988
FASTA_3170	True	0.185365
FASTA_3171	True	0.188201
FASTA_3172	False	0.136066
FASTA_3173	True	0.177266
FASTA_3174	True	0.228474
FASTA_3175	True	0.228816
FASTA_3176	False	0.096234
FASTA_3177	True	0.229122
FASTA_3178	False	0.124831
FASTA_3179	False	0.144278
FASTA_3180	False	0.161729
FASTA_3181	False	0.119876
FASTA_3182	False	0.098054
FASTA_3183	True	0.173355
FASTA_3184	True	0.278820
FASTA_3185	True	0.257666
FASTA_3186	False	0.163810
FASTA_3187	False	0.137948
FASTA_3188	True	0.221049
FASTA_3189	True	0.216525
FASTA_3190	False	0.094505
FASTA_3191	True	0.190973
FASTA_3192	True	0.178212
FASTA_3193	False	0.097781
FASTA_3194	False	0.130888
FASTA_3195	True	0.188632
FASTA_3196	True	0.212917
FASTA_3197	True	0.212917
FASTA_3198	False	0.127978
FASTA_3199	True	0.234062
FASTA_3200	False	0.073281
FASTA_3201	False	0.170836
FASTA_3202	False	0.074792
FASTA_3203	False	0.125987
FASTA_3204	True	0.306252
FASTA_3205	True	0.261735
FASTA_3206	True	0.291257
FASTA_3207	True	0.292050
FASTA_3208	True	0.242831
FASTA_3209	False	0.102746
FASTA_3210	True	0.198089
FASTA_3211	True	0.226985
FASTA_3212	True	0.182487
FASTA_3213	True	0.231062
FASTA_3214	True	0.185812
FASTA_3215	True	0.255960
FASTA_3216	True	0.255831
FASTA_3217	False	0.064815
FASTA_3218	False	0.127915
FASTA_3219	True	0.247007
FASTA_3220	True	0.183283
FASTA_3221	False	0.112541
FASTA_3222	False	0.064623
FASTA_3223	False	0.100960
FASTA_3224	False	0.119936
FASTA_3225	True	0.237288
FASTA_3226	False	0.149109
FASTA_3227	True	0.188652
FASTA_3228	False	0.136068
FASTA_3229	True	0.206916
FASTA_3230	True	0.220817
FASTA_3231	True	0.261147
FASTA_3232	True	0.181054
FASTA_3233	False	0.161722
FASTA_3234	False	0.114644
FASTA_3235	False	0.124367
FASTA_3236	False	0.132125
FASTA_3237	True	0.180956
FASTA_3238	False	0.140760
FASTA_3239	False	0.146168
FASTA_3240	False	0.065113
FASTA_3241	False	0.171680
FASTA_3242	False	0.170811
FASTA_3243	True	0.199399
FASTA_3244	True	0.185541
FASTA_3245	True	0.205143
FASTA_3246	True	0.242703
FASTA_3247	False	0.156515
FASTA_3248	False	0.122133
FASTA_3249	False	0.162483
FASTA_3250	True	0.298602
FASTA_3251	False	0.109474
FASTA_3252	False	0.142238
FASTA_3253	False	0.171207
FASTA_3254	False	0.106102
FASTA_3255	True	0.188486
FASTA_3256	False	0.117086
FASTA_3257	False	0.110743
FASTA_3258	False	0.147041
FASTA_3259	False	0.172222
FASTA_3260	False	0.125467
FASTA_3261	False	0.070392
FASTA_3262	False	0.068421
FASTA_3263	False	0.072381
FASTA_3264	True	0.273297
FASTA_3265	False	0.154020
FASTA_3266	True	0.193548
FASTA_3267	False	0.124968
FASTA_3268	True	0.186298
FASTA_3269	True	0.204335
FASTA_3270	True	0.210080
FASTA_3271	False	0.138449
FASTA_3272	False	0.139947
FASTA_3273	False	0.167983
FASTA_3274	False	0.154875
FASTA_3275	True	0.190930
FASTA_3276	False	0.106243
FASTA_3277	True	0.173996
FASTA_3278	True	0.206619
FASTA_3279	False	0.164790
FASTA_3280	True	0.218242
FASTA_3281	True	0.185842
FASTA_3282	True	0.242599
FASTA_3283	False	0.140990
FASTA_3284	True	0.298968
FASTA_3285	False	0.110475
FASTA_3286	True	0.203170
FASTA_3287	True	0.297919
FASTA_3288	False	0.109676
FASTA_3289	True	0.179857
FASTA_3290	False	0.065461
FASTA_3291	False	0.128283
FASTA_3292	False	0.168004
FASTA_3293	False	0.094566
FASTA_3294	True	0.236904
FASTA_3295	True	0.216768
FASTA_3296	False	0.160618
FASTA_3297	False	0.081969
FASTA_3298	True	0.304679
FASTA_3299	False	0.166646
FASTA_3300	False	0.145412
FASTA_3301	True	0.242438
FASTA_3302	False	0.154256
FASTA_3303	False	0.159697
FASTA_3304	False	0.140772
FASTA_3305	False	0.065248
FASTA_3306	False	0.137662
FASTA_3307	True	0.202145
FASTA_3308	True	0.175042
FASTA_3309	False	0.146273
FASTA_3310	False	0.125645
FASTA_3311	True	0.261750
FASTA_3312	False	0.086409
FASTA_3313	False	0.145749
FASTA_3314	True	0.264810
FASTA_3315	False	0.124784
FASTA_3316	True	0.201211
FASTA_3317	False	0.164399
FASTA_3318	True	0.262342
FASTA_3319	True	0.213237
FASTA_3320	False	0.132272
FASTA_3321	False	0.152970
FASTA_3322	False	0.138052
FASTA_3323	False	0.165697
FASTA_3324	True	0.266489
FASTA_3325	True	0.208639
FASTA_3326	True	0.248734
FASTA_3327	True	0.203515
FASTA_3328	False	0.085074
FASTA_3329	False	0.168564
FASTA_3330	True	0.186303
FASTA_3331	True	0.209593
FASTA_3332	False	0.066213
FASTA_3333	True	0.251976
FASTA_3334	False	0.090323
FASTA_3335	True	0.197378
FASTA_3336	False	0.133474
FASTA_3337	False	0.107781
FASTA_3338	False	0.096232
FASTA_3339	False	0.164670
FASTA_3340	False	0.109370
FASTA_3341	False	0.123008
FASTA_3342	False	0.107803
FASTA_3343	True	0.225938
FASTA_3344	False	0.082891
FASTA_3345	False	0.164720
FASTA_3346	False	0.136357
FASTA_3347	True	0.203863
FASTA_3348	False	0.157021
FASTA_3349	False	0.171211
FASTA_3350	False	0.112716
FASTA_3351	True	0.202766
FASTA_3352	False	0.153383
FASTA_3353	False	0.170558
FASTA_3354	False	0.172656
FASTA_3355	False	0.158084
FASTA_3356	False	0.147184
FASTA_3357	False	0.158084
FASTA_3358	True	0.197349
FASTA_3359	False	0.099834
FASTA_3360	False	0.104336
FASTA_3361	True	0.287950
FASTA_3362	True	0.251029
FASTA_3363	True	0.229142
FASTA_3364	False	0.104900
FASTA_3365	True	0.196525
FASTA_3366	True	0.206886
FASTA_3367	False	0.172373
FASTA_3368	True	0.204521
FASTA_3369	True	0.225487
FASTA_3370	False	0.161549
FASTA_3371	True	0.261437
FASTA_3372	False	0.159029
FASTA_3373	True	0.298300
FASTA_3374	True	0.187465
FASTA_3375	False	0.133506
FASTA_3376	False	0.132363
FASTA_3377	False	0.105946
FASTA_3378	False	0.172940
FASTA_3379	True	0.242288
FASTA_3380	False	0.155783
FASTA_3381	True	0.209500
FASTA_3382	True	0.245655
FASTA_3383	False	0.158625
FASTA_3384	False	0.161880
FASTA_3385	True	0.261833
FASTA_3386	True	0.316612
FASTA_3387	False	0.125020
FASTA_3388	True	0.217179
FASTA_3389	False	0.111404
FASTA_3390	False	0.170204
FASTA_3391	False	0.124503
FASTA_3392	False	0.152859
FASTA_3393	True	0.252547
FASTA_3394	False	0.169140
FASTA_3395	False	0.157773
FASTA_3396	True	0.177981
FASTA_3397	True	0.210260
FASTA_3398	True	0.217859
FASTA_3399	True	0.275499
FASTA_3400	False	0.171036
FASTA_3401	False	0.157994
FASTA_3402	True	0.175796
FASTA_3403	False	0.128034
FASTA_3404	True	0.255989
FASTA_3405	True	0.241955
FASTA_3406	False	0.143809
FASTA_3407	False	0.123143
FASTA_3408	True	0.256652
FASTA_3409	True	0.203424
FASTA_3410	False	0.120887
FASTA_3411	False	0.145407
FASTA_3412	True	0.237219
FASTA_3413	False	0.114806
FASTA_3414	True	0.197289
FASTA_3415	False	0.107905
FASTA_3416	False	0.088066
FASTA_3417	True	0.186609
FASTA_3418	True	0.321558
FASTA_3419	True	0.197339
FASTA_3420	True	0.203818
FASTA_3421	True	0.214244
FASTA_3422	False	0.105662
FASTA_3423	True	0.183307
FASTA_3424	False	0.171832
FASTA_3425	False	0.170885
FASTA_3426	True	0.205389
FASTA_3427	True	0.188482
FASTA_3428	True	0.197155
FASTA_3429	True	0.262045
FASTA_3430	False	0.134737
FASTA_3431	False	0.166893
FASTA_3432	False	0.142585
FASTA_3433	False	0.147301
FASTA_3434	True	0.243002
FASTA_3435	True	0.378702
FASTA_3436	False	0.138080
FASTA_3437	False	0.156275
FASTA_3438	True	0.222136
FASTA_3439	True	0.203595
FASTA_3440	True	0.217405
FASTA_3441	True	0.340465
FASTA_3442	False	0.144627
FASTA_3443	False	0.164516
FASTA_3444	False	0.124611
FASTA_3445	False	0.132114
FASTA_3446	True	0.177733
FASTA_3447	True	0.264002
FASTA_3448	True	0.229303
FASTA_3449	True	0.268393
FASTA_3450	False	0.096206
FASTA_3451	True	0.222843
FASTA_3452	False	0.067387
FASTA_3453	True	0.247389
FASTA_3454	True	0.206879
FASTA_3455	True	0.200339
FASTA_3456	False	0.139525
FASTA_3457	True	0.200339
FASTA_3458	True	0.216788
FASTA_3459	False	0.074332
FASTA_3460	True	0.232635
FASTA_3461	False	0.074818
FASTA_3462	False	0.077442
FASTA_3463	False	0.103977
FASTA_3464	True	0.177208
FASTA_3465	True	0.180804
FASTA_3466	False	0.095101
FASTA_3467	True	0.239604
FASTA_3468	False	0.088194
FASTA_3469	True	0.213926
FASTA_3470	True	0.242447
FASTA_3471	False	0.142666
FASTA_3472	False	0.087988
FASTA_3473	False	0.139598
FASTA_3474	True	0.207001
FASTA_3475	True	0.206968
FASTA_3476	True	0.195956
FASTA_3477	False	0.166646
FASTA_3478	False	0.148599
FASTA_3479	True	0.179659
FASTA_3480	True	0.191651
FASTA_3481	False	0.166574
FASTA_3482	False	0.116351
FASTA_3483	True	0.187764
FASTA_3484	True	0.194336
FASTA_3485	True	0.181159
FASTA_3486	False	0.129450
FASTA_3487	True	0.203737
FASTA_3488	True	0.174827
FASTA_3489	False	0.115495
FASTA_3490	True	0.493889
FASTA_3491	False	0.137698
FASTA_3492	False	0.142170
FASTA_3493	False	0.111715
FASTA_3494	True	0.205493
FASTA_3495	True	0.212190
FASTA_3496	True	0.190236
FASTA_3497	False	0.067150
FASTA_3498	False	0.149316
FASTA_3499	False	0.168882
FASTA_3500	False	0.165837
FASTA_3501	False	0.105091
FASTA_3502	True	0.312026
FASTA_3503	False	0.100115
FASTA_3504	True	0.209856
FASTA_3505	False	0.074705
FASTA_3506	False	0.109477
FASTA_3507	True	0.175772
FASTA_3508	False	0.142406
FASTA_3509	False	0.161707
FASTA_3510	False	0.074497
FASTA_3511	True	0.224916
FASTA_3512	True	0.196121
FASTA_3513	False	0.098437
FASTA_3514	False	0.130191
FASTA_3515	True	0.197790
FASTA_3516	True	0.211084
FASTA_3517	False	0.158338
FASTA_3518	True	0.198138
FASTA_3519	False	0.158212
FASTA_3520	False	0.122384
FASTA_3521	False	0.144419
FASTA_3522	False	0.121884
FASTA_3523	True	0.193067
FASTA_3524	True	0.191480
FASTA_3525	True	0.185121
FASTA_3526	True	0.190343
FASTA_3527	False	0.132269
FASTA_3528	False	0.124544
FASTA_3529	True	0.178723
FASTA_3530	True	0.285365
FASTA_3531	True	0.181934
FASTA_3532	False	0.149306
FASTA_3533	False	0.145143
FASTA_3534	False	0.161038
FASTA_3535	True	0.187538
FASTA_3536	True	0.175644
FASTA_3537	True	0.404783
FASTA_3538	False	0.164509
FASTA_3539	False	0.164272
FASTA_3540	False	0.119735
FASTA_3541	False	0.145434
FASTA_3542	False	0.149999
FASTA_3543	False	0.168635
FASTA_3544	True	0.202239
FASTA_3545	True	0.208207
FASTA_3546	False	0.067517
FASTA_3547	False	0.162065
FASTA_3548	True	0.247110
FASTA_3549	True	0.256628
FASTA_3550	False	0.160300
FASTA_3551	True	0.200337
FASTA_3552	False	0.156825
FASTA_3553	True	0.214575
FASTA_3554	False	0.126807
FASTA_3555	False	0.113718
FASTA_3556	True	0.191856
FASTA_3557	True	0.203606
FASTA_3558	False	0.154863
FASTA_3559	True	0.189442
FASTA_3560	True	0.208774
FASTA_3561	True	0.275026
FASTA_3562	True	0.226948
FASTA_3563	False	0.072585
FASTA_3564	False	0.125611
FASTA_3565	False	0.099915
FASTA_3566	True	0.235469
FASTA_3567	False	0.148615
FASTA_3568	False	0.092997
FASTA_3569	True	0.285544
FASTA_3570	False	0.168697
FASTA_3571	False	0.114326
FASTA_3572	True	0.213787
FASTA_3573	True	0.238016
FASTA_3574	True	0.197577
FASTA_3575	False	0.131444
FASTA_3576	False	0.152526
FASTA_3577	True	0.214509
FASTA_3578	False	0.094495
FASTA_3579	False	0.130626
FASTA_3580	False	0.106947
FASTA_3581	False	0.076745
FASTA_3582	False	0.110338
FASTA_3583	False	0.143831
FASTA_3584	False	0.134913
FASTA_3585	False	0.149374
FASTA_3586	True	0.178104
FASTA_3587	False	0.166277
FASTA_3588	False	0.163736
FASTA_3589	True	0.220492
FASTA_3590	True	0.256250
FASTA_3591	False	0.074935
FASTA_3592	True	0.207750
FASTA_3593	False	0.161711
FASTA_3594	False	0.121060
FASTA_3595	True	0.291493
FASTA_3596	True	0.256793
FASTA_3597	True	0.220533
FASTA_3598	False	0.131745
FASTA_3599	False	0.085039
FASTA_3600	False	0.120324
FASTA_3601	True	0.232940
FASTA_3602	False	0.143793
FASTA_3603	False	0.118437
FASTA_3604	False	0.163245
FASTA_3605	False	0.149718
FASTA_3606	True	0.207655
FASTA_3607	True	0.235690
FASTA_3608	True	0.246424
FASTA_3609	False	0.099458
FASTA_3610	False	0.097995
FASTA_3611	False	0.172435
FASTA_3612	True	0.194399
FASTA_3613	False	0.095706
FASTA_3614	False	0.084022
FASTA_3615	True	0.200441
FASTA_3616	False	0.106951
FASTA_3617	True	0.284805
FASTA_3618	True	0.194110
FASTA_3619	True	0.233026
FASTA_3620	False	0.078607
FASTA_3621	True	0.191802
FASTA_3622	True	0.187464
FASTA_3623	True	0.272677
FASTA_3624	True	0.194543
FASTA_3625	True	0.186303
FASTA_3626	True	0.288737
FASTA_3627	False	0.122199
FASTA_3628	False	0.069639
FASTA_3629	True	0.194697
FASTA_3630	True	0.228736
FASTA_3631	True	0.186705
FASTA_3632	True	0.412045
FASTA_3633	False	0.145391
FASTA_3634	True	0.194146
FASTA_3635	False	0.158340
FASTA_3636	True	0.282135
FASTA_3637	False	0.140307
FASTA_3638	False	0.149200
FASTA_3639	False	0.172323
FASTA_3640	False	0.138244
FASTA_3641	True	0.214147
FASTA_3642	False	0.068172
FASTA_3643	True	0.217297
FASTA_3644	True	0.183294
FASTA_3645	False	0.172214
FASTA_3646	False	0.154785
FASTA_3647	True	0.229171
FASTA_3648	True	0.178066
FASTA_3649	False	0.145391
FASTA_3650	True	0.203574
FASTA_3651	True	0.266654
FASTA_3652	True	0.217455
FASTA_3653	False	0.160906
FASTA_3654	True	0.225212
FASTA_3655	False	0.068785
FASTA_3656	True	0.229927
FASTA_3657	False	0.125862
FASTA_3658	False	0.139006
FASTA_3659	True	0.201261
FASTA_3660	False	0.120076
FASTA_3661	True	0.234162
FASTA_3662	True	0.207531
FASTA_3663	False	0.168982
FASTA_3664	True	0.183228
FASTA_3665	False	0.164019
FASTA_3666	False	0.125930
FASTA_3667	False	0.166982
FASTA_3668	False	0.085505
FASTA_3669	True	0.239505
FASTA_3670	False	0.083538
FASTA_3671	True	0.269512
FASTA_3672	False	0.135581
FASTA_3673	False	0.114503
FASTA_3674	True	0.251288
FASTA_3675	False	0.163689
FASTA_3676	True	0.185645
FASTA_3677	False	0.154084
FASTA_3678	True	0.191844
FASTA_3679	False	0.150204
FASTA_3680	False	0.136089
FASTA_3681	False	0.133323
FASTA_3682	False	0.124443
FASTA_3683	False	0.156053
FASTA_3684	True	0.242760
FASTA_3685	True	0.246331
FASTA_3686	False	0.127992
FASTA_3687	True	0.247076
FASTA_3688	True	0.188981
FASTA_3689	True	0.200317
FASTA_3690	False	0.157830
FASTA_3691	True	0.186164
FASTA_3692	True	0.337944
FASTA_3693	True	0.211952
FASTA_3694	True	0.200521
FASTA_3695	False	0.117941
FASTA_3696	False	0.100489
FASTA_3697	False	0.093850
FASTA_3698	False	0.078816
FASTA_3699	True	0.291650
FASTA_3700	True	0.210506
FASTA_3701	False	0.069153
FASTA_3702	True	0.217862
FASTA_3703	True	0.278525
FASTA_3704	True	0.220492
FASTA_3705	True	0.260548
FASTA_3706	False	0.069627
FASTA_3707	True	0.177981
FASTA_3708	True	0.222445
FASTA_3709	True	0.220887
FASTA_3710	False	0.161729
FASTA_3711	True	0.258640
FASTA_3712	False	0.172811
FASTA_3713	True	0.199936
FASTA_3714	True	0.210283
FASTA_3715	True	0.401826
FASTA_3716	False	0.163837
FASTA_3717	False	0.166141
FASTA_3718	True	0.305433
FASTA_3719	False	0.109880
FASTA_3720	True	0.175879
FASTA_3721	True	0.201155
FASTA_3722	True	0.203036
FASTA_3723	False	0.128473
FASTA_3724	False	0.146389
FASTA_3725	False	0.143991
FASTA_3726	True	0.203928
FASTA_3727	True	0.210900
FASTA_3728	True	0.205890
FASTA_3729	False	0.130730
FASTA_3730	True	0.205228
FASTA_3731	True	0.175644
FASTA_3732	True	0.188815
FASTA_3733	True	0.203833
FASTA_3734	True	0.298025
FASTA_3735	False	0.069516
FASTA_3736	False	0.103840
FASTA_3737	True	0.182151
FASTA_3738	True	0.196961
FASTA_3739	False	0.116775
FASTA_3740	True	0.219554
FASTA_3741	False	0.137961
FASTA_3742	True	0.359338
FASTA_3743	True	0.359338
FASTA_3744	False	0.137961
FASTA_3745	False	0.136437
FASTA_3746	False	0.097838
FASTA_3747	True	0.204024
FASTA_3748	True	0.187487
FASTA_3749	False	0.100613
FASTA_3750	False	0.069825
FASTA_3751	False	0.107299
FASTA_3752	True	0.213425
FASTA_3753	True	0.189362
FASTA_3754	False	0.113601
FASTA_3755	True	0.195896
FASTA_3756	True	0.245932
FASTA_3757	True	0.198129
FASTA_3758	True	0.263990
FASTA_3759	True	0.251168
FASTA_3760	True	0.298054
FASTA_3761	True	0.208608
FASTA_3762	False	0.102530
FASTA_3763	True	0.237276
FASTA_3764	True	0.177468
FASTA_3765	True	0.214018
FASTA_3766	True	0.193725
FASTA_3767	True	0.178252
FASTA_3768	True	0.230914
FASTA_3769	True	0.207253
FASTA_3770	False	0.163743
FASTA_3771	False	0.146389
FASTA_3772	True	0.247113
FASTA_3773	False	0.084867
FASTA_3774	False	0.129103
FASTA_3775	True	0.253631
FASTA_3776	False	0.154725
FASTA_3777	True	0.193043
FASTA_3778	False	0.117528
FASTA_3779	False	0.142093
FASTA_3780	False	0.135041
FASTA_3781	False	0.069502
FASTA_3782	False	0.149296
FASTA_3783	False	0.113622
FASTA_3784	True	0.186308
FASTA_3785	False	0.124380
FASTA_3786	False	0.164435
FASTA_3787	False	0.163589
FASTA_3788	False	0.150534
FASTA_3789	False	0.158379
FASTA_3790	True	0.258659
FASTA_3791	True	0.227072
FASTA_3792	True	0.251586
FASTA_3793	True	0.234107
FASTA_3794	False	0.100266
FASTA_3795	False	0.127030
FASTA_3796	True	0.293814
FASTA_3797	True	0.260548
FASTA_3798	False	0.143796
FASTA_3799	False	0.157767
FASTA_3800	False	0.142586
FASTA_3801	True	0.253658
FASTA_3802	True	0.210589
FASTA_3803	False	0.150687
FASTA_3804	False	0.164981
FASTA_3805	True	0.266488
FASTA_3806	True	0.267205
FASTA_3807	True	0.239887
FASTA_3808	False	0.112250
FASTA_3809	True	0.278997
FASTA_3810	False	0.147468
FASTA_3811	True	0.232979
FASTA_3812	False	0.080102
FASTA_3813	True	0.213970
FASTA_3814	False	0.117868
FASTA_3815	True	0.272266
FASTA_3816	False	0.103552
FASTA_3817	False	0.097948
FASTA_3818	False	0.079764
FASTA_3819	False	0.117723
FASTA_3820	False	0.153379
FASTA_3821	True	0.185485
FASTA_3822	False	0.135442
FASTA_3823	False	0.148958
FASTA_3824	False	0.147003
FASTA_3825	False	0.154603
FASTA_3826	True	0.285181
FASTA_3827	False	0.145749
FASTA_3828	False	0.165831
FASTA_3829	False	0.093887
FASTA_3830	False	0.139487
FASTA_3831	False	0.070007
FASTA_3832	True	0.237665
FASTA_3833	False	0.131250
FASTA_3834	False	0.164314
FASTA_3835	False	0.121955
FASTA_3836	False	0.075222
FASTA_3837	True	0.200228
FASTA_3838	True	0.202000
FASTA_3839	False	0.147192
FASTA_3840	False	0.170211
FASTA_3841	False	0.160391
FASTA_3842	False	0.111968
FASTA_3843	True	0.182223
FASTA_3844	False	0.159724
FASTA_3845	True	0.177171
FASTA_3846	True	0.232960
FASTA_3847	False	0.156262
FASTA_3848	True	0.178002
FASTA_3849	True	0.200580
FASTA_3850	False	0.161965
FASTA_3851	False	0.085892
FASTA_3852	False	0.154636
FASTA_3853	True	0.196791
FASTA_3854	False	0.078941
FASTA_3855	False	0.167988
FASTA_3856	True	0.233165
FASTA_3857	True	0.238458
FASTA_3858	True	0.178100
FASTA_3859	False	0.153279
FASTA_3860	False	0.142741
FASTA_3861	True	0.197883
FASTA_3862	False	0.115508
FASTA_3863	False	0.109671
FASTA_3864	True	0.182572
FASTA_3865	True	0.397520
FASTA_3866	True	0.203656
FASTA_3867	True	0.198007
FASTA_3868	False	0.129597
FASTA_3869	False	0.086546
FASTA_3870	True	0.226945
FASTA_3871	False	0.143791
FASTA_3872	True	0.222063
FASTA_3873	True	0.388254
FASTA_3874	False	0.130734
FASTA_3875	False	0.159910
FASTA_3876	True	0.202168
FASTA_3877	True	0.182132
FASTA_3878	True	0.194390
FASTA_3879	True	0.182216
FASTA_3880	True	0.187482
FASTA_3881	True	0.212212
FASTA_3882	True	0.237590
FASTA_3883	False	0.168805
FASTA_3884	True	0.239806
FASTA_3885	True	0.206668
FASTA_3886	False	0.079266
FASTA_3887	True	0.359490
FASTA_3888	True	0.217179
FASTA_3889	True	0.269542
FASTA_3890	True	0.178143
FASTA_3891	True	0.217209
FASTA_3892	False	0.104314
FASTA_3893	True	0.185164
FASTA_3894	True	0.241809
FASTA_3895	False	0.137557
FASTA_3896	False	0.109588
FASTA_3897	False	0.080455
FASTA_3898	False	0.141563
FASTA_3899	False	0.134502
FASTA_3900	True	0.322189
FASTA_3901	True	0.246872
FASTA_3902	True	0.285610
FASTA_3903	False	0.107230
FASTA_3904	False	0.105956
FASTA_3905	True	0.198094
FASTA_3906	True	0.188701
FASTA_3907	True	0.246748
FASTA_3908	False	0.167123
FASTA_3909	False	0.109382
FASTA_3910	True	0.217916
FASTA_3911	False	0.166189
FASTA_3912	True	0.175880
FASTA_3913	False	0.171010
FASTA_3914	False	0.111347
FASTA_3915	True	0.214011
FASTA_3916	True	0.278222
FASTA_3917	False	0.118651
FASTA_3918	False	0.070882
FASTA_3919	True	0.243167
FASTA_3920	False	0.119145
FASTA_3921	True	0.182858
FASTA_3922	False	0.110356
FASTA_3923	False	0.100831
FASTA_3924	False	0.142734
FASTA_3925	True	0.264004
FASTA_3926	False	0.086135
FASTA_3927	True	0.232949
FASTA_3928	False	0.167131
FASTA_3929	False	0.113506
FASTA_3930	True	0.278883
FASTA_3931	True	0.193010
FASTA_3932	True	0.305339
FASTA_3933	False	0.103433
FASTA_3934	True	0.224532
FASTA_3935	True	0.246115
FASTA_3936	True	0.220493
